level_key,features_set,classifier,K,feature,importance
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,CO_avg_if_branch_impl,0.00016425617629201234
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,CO_avg_for_simple_impl,0.017647955952005575
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,CO_avg_for_counter_n_impl,0.0018596934140880869
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_avg_walk_ctr_fun_used,0.041692946944900895
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_avg_read_int_ctr_fun_used,0.032039934973791574
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_std_walk_ctr_fun_used,0.033131036778481324
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_std_jump_height_ctr_fun_used,0.03198440926100176
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_std_read_int_ctr_fun_used,0.023207556531775392
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,GA_max_progression,0.04838996988895576
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,1,EX_rate_speed_changed,0.014384021625362741
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_base_disp_time,0.0069363928666875425
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_var_disp_time,0.0771131769434125
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_condi_disp_time,0.010600488342832667
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_disp_time,0.03184233508323708
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_while_disp_time,0.01622664537231004
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_std_base_disp_time,0.0049998018342814355
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_std_var_disp_time,0.08843469061740329
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_std_condi_disp_time,0.007223570014365093
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_std_while_disp_time,0.008428562032306432
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_code_editor_copied,0.029762153511734342
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_control_function_copied,0.021101820628580435
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_creation_copied,0.00726951846168638
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_modif_copied,0.011000971792580683
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_usage_copied,0.0172166898359726
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_1bran_copied,0.002249475695009408
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_2bran_copied,0.000355293697799958
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_3bran_copied,0.0006045683017678787
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_simple_copied,0.027085042294852802
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_counter_0_copied,0.00537427580289973
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_counter_n_copied,0.0020540075320416022
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_open_chest_loc_error,0.0024904449457229813
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_read_message_loc_error,0.051862652937751955
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_walk_loc_error,0.04180453176209466
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_not_allowed_func_error,0.019989247748286025
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_function_param_error,0.032229190833142955
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_avg_too_many_lines_error,0.00977611602124257
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_avg_syntactic_error,0.03472637732299593
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_avg_semantic_error,0.0066941127235343924
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_avg_user_stopped,0.01895411710444012
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_avg_executed,0.03470974395843581
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_std_syntactic_error,0.03685366263705198
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_std_executed,0.04290018834361269
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_var_affect_impl,0.03244785050839644
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_if_branch_impl,4.209935447656469e-05
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_simple_impl,0.02022383326223961
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_counter_n_impl,0.0017958404555215542
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_walk_ctr_fun_used,0.03398170299671902
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_jump_height_ctr_fun_used,0.033081500664757756
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_avg_read_int_ctr_fun_used,0.033073319100340504
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_std_walk_ctr_fun_used,0.02974617988826258
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_std_jump_height_ctr_fun_used,0.02723729304123692
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_std_read_int_ctr_fun_used,0.023454164646180182
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,GA_max_progression,0.04259743394438147
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,2,EX_rate_speed_changed,0.01344891513741327
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_base_disp_time,0.005940596260013004
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_var_disp_time,0.09523666056067298
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_condi_disp_time,0.01222080847062996
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_for_disp_time,0.030357893851719612
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_while_disp_time,0.013609776301894411
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_std_base_disp_time,0.00415562201375182
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_std_var_disp_time,0.0791172107480529
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_std_while_disp_time,0.0069739176485094255
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_code_editor_copied,0.02600316608413489
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_creation_copied,0.008019493398251247
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_modif_copied,0.01662805587082811
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_usage_copied,0.018528462806658277
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_1bran_copied,0.0037907232482813414
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_2bran_copied,0.00033016837604510596
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_3bran_copied,0.0006287946144043474
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_for_simple_copied,0.03356152611589759
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_for_counter_0_copied,0.006518625609128676
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_rate_for_counter_n_copied,0.0021796527559038463
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_open_chest_loc_error,0.0016139408520493162
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_read_message_loc_error,0.048883293541624295
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_walk_loc_error,0.03726206891789802
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_not_allowed_func_error,0.0197431442477942
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_function_param_error,0.030090430109833255
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_avg_too_many_lines_error,0.010190338689245541
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_avg_syntactic_error,0.04531708713639691
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_avg_semantic_error,0.008570390540970467
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_avg_user_stopped,0.016684922492926618
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_avg_executed,0.035503046060641405
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_std_syntactic_error,0.034798861928518325
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_std_executed,0.03615789033831218
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_var_affect_impl,0.04099240958075095
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_if_branch_impl,0.0
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_for_simple_impl,0.017206908801058112
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,CO_avg_for_counter_n_impl,0.0008310076636647748
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_walk_ctr_fun_used,0.03149482767679806
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_jump_height_ctr_fun_used,0.033482290485578894
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_avg_read_int_ctr_fun_used,0.026542730997129588
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_std_walk_ctr_fun_used,0.03173487783857755
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_std_jump_height_ctr_fun_used,0.04037308672765952
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_std_read_int_ctr_fun_used,0.026201530362733826
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,GA_max_progression,0.0476040751590038
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,3,EX_rate_speed_changed,0.014919685116056817
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_base_disp_time,0.007440189338412542
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_var_disp_time,0.10836861814218945
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_condi_disp_time,0.010802986709676969
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_for_disp_time,0.03670421884934158
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_while_disp_time,0.01525968778918014
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_std_base_disp_time,0.00466981325429205
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_std_condi_disp_time,0.007791922229473174
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_std_while_disp_time,0.007963039199601212
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_code_editor_copied,0.026762340603490576
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_control_function_copied,0.017508815455691856
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_var_creation_copied,0.01330187736412865
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_var_modif_copied,0.016941900197090555
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_var_usage_copied,0.0263320938506974
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_condi_1bran_copied,0.0024390860519170722
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_condi_2bran_copied,0.0004927152667415423
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_condi_3bran_copied,0.0009210366092600006
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_for_simple_copied,0.026358264510694805
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_for_counter_0_copied,0.004379681895300254
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_for_counter_n_copied,0.001717433675418737
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_rate_while_simple_copied,0.009702191677642297
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_open_chest_loc_error,0.001604845233784279
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_read_message_loc_error,0.04908995921267232
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_walk_loc_error,0.03428078091491384
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_not_allowed_func_error,0.019238622259490124
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_function_param_error,0.03616090239156011
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_avg_too_many_lines_error,0.007853331422684177
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_avg_syntactic_error,0.039266362672809564
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_avg_semantic_error,0.007201385338664466
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_avg_user_stopped,0.02264707246710715
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_avg_executed,0.040556618299383354
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_std_syntactic_error,0.03937164143372767
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_std_executed,0.03979300574878614
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_var_affect_impl,0.03523712274788698
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_if_branch_impl,0.000340170038392679
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_for_simple_impl,0.014584493931916171
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_avg_for_counter_n_impl,0.0002332027236857956
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,CO_std_for_simple_impl,0.017637279135072875
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_walk_ctr_fun_used,0.034538269201951875
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_jump_height_ctr_fun_used,0.03416841367389601
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_avg_read_int_ctr_fun_used,0.0267810820026956
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_std_walk_ctr_fun_used,0.035267773908143764
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_std_jump_height_ctr_fun_used,0.03280381399360032
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_std_read_int_ctr_fun_used,0.02759996206673218
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,GA_max_progression,0.044067364661553886
Level3,mean_sd_rate_features_nohelp_nosub,Random Forest,4,EX_rate_speed_changed,0.013818611848647749
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_base_disp_time,0.008543826927451752
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_var_disp_time,0.12460835433572523
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_condi_disp_time,0.019297736264157837
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_for_disp_time,0.043476388045382196
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_while_disp_time,0.01937250789104207
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_code_editor_copied,0.03362829889428537
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_control_function_copied,0.022493770928547516
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_var_creation_copied,0.008067304765817433
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_var_modif_copied,0.02667227151785286
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_var_usage_copied,0.019436488639714193
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_condi_1bran_copied,0.004479235851798012
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_condi_2bran_copied,0.0006136356738889236
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_condi_3bran_copied,0.001000847813122097
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_for_simple_copied,0.039487420037854465
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_for_counter_0_copied,0.005343166098118481
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_rate_for_counter_n_copied,0.0025304915339174816
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_open_chest_loc_error,0.003522135911309403
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_read_message_loc_error,0.05936877767639525
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_walk_loc_error,0.046171411613851535
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_not_allowed_func_error,0.027080498131419745
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_function_param_error,0.048418957583426375
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_avg_too_many_lines_error,0.008908833840777813
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_avg_syntactic_error,0.057105867623315036
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_avg_semantic_error,0.006687962257260741
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_avg_user_stopped,0.024358578251529563
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_avg_executed,0.05853791672544316
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_var_affect_impl,0.049815828939896695
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_if_branch_impl,0.000558170704235047
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_for_simple_impl,0.02590041736192485
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,CO_avg_for_counter_n_impl,0.001816203977422254
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_walk_ctr_fun_used,0.04399165951124729
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_jump_height_ctr_fun_used,0.047801419001179554
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_avg_read_int_ctr_fun_used,0.04177897108998461
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,GA_max_progression,0.05765783661570593
Level3,mean_rate_features_nohelp_nosub,Random Forest,0,EX_rate_speed_changed,0.011466807964999336
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_base_disp_time,0.009763898617750578
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_var_disp_time,0.1176012182913993
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_condi_disp_time,0.019254860615745203
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_for_disp_time,0.04997684592683465
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_while_disp_time,0.024856482437791136
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_code_editor_copied,0.03779894657062602
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_control_function_copied,0.027235983293689658
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_var_creation_copied,0.01080059437638421
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_var_modif_copied,0.018887678242053285
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_var_usage_copied,0.03446222939404573
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_condi_1bran_copied,0.0048172173742625024
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_condi_2bran_copied,0.0009120285830147113
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_condi_3bran_copied,0.0017422976764764355
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_for_simple_copied,0.03613662854096494
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_for_counter_0_copied,0.007491717921603237
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_rate_for_counter_n_copied,0.0048337693128147315
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_open_chest_loc_error,0.003568751227515133
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_read_message_loc_error,0.06178609957792468
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_walk_loc_error,0.04755239227463499
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_not_allowed_func_error,0.02960639020355503
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_function_param_error,0.04777449601595144
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_avg_too_many_lines_error,0.010466672206143965
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_avg_syntactic_error,0.05838332965083858
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_avg_semantic_error,0.008832942473633282
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_avg_user_stopped,0.02840643282872316
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_avg_executed,0.06081166124034706
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_var_affect_impl,0.04007257578539573
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_if_branch_impl,0.0004441354752179355
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_for_simple_impl,0.022990842288534714
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,CO_avg_for_counter_n_impl,0.0016772074285895235
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_walk_ctr_fun_used,0.04809236455643214
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_avg_read_int_ctr_fun_used,0.042326160773560044
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,GA_max_progression,0.060749098685278786
Level3,mean_rate_features_nohelp_nosub,Random Forest,1,EX_rate_speed_changed,0.01988605013226761
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_base_disp_time,0.01057405636130068
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_var_disp_time,0.13081261789931503
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_condi_disp_time,0.01615585598645232
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_disp_time,0.039919414693184996
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_while_disp_time,0.021640913826229503
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_code_editor_copied,0.03745440210669471
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_control_function_copied,0.022981435156125007
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_creation_copied,0.00869354226909022
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_modif_copied,0.02091890984807916
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_var_usage_copied,0.020007168227974576
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_1bran_copied,0.0034911034807257445
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_2bran_copied,0.0007765100906245035
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_condi_3bran_copied,0.0003694452106123918
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_simple_copied,0.032437550404061516
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_counter_0_copied,0.00847490590839629
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_rate_for_counter_n_copied,0.0033320704914100024
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_open_chest_loc_error,0.0029953993658398776
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_read_message_loc_error,0.06444772317390317
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_walk_loc_error,0.055631377098519466
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_not_allowed_func_error,0.027075733719772805
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_function_param_error,0.04188973880368477
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_avg_too_many_lines_error,0.011909868962836452
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_avg_syntactic_error,0.057064030475891266
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_avg_semantic_error,0.007754020214596933
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_avg_user_stopped,0.025846673149813277
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_avg_executed,0.050220818488333256
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_var_affect_impl,0.04263653748841088
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_if_branch_impl,0.00010826285345236257
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_simple_impl,0.02526135646354258
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,CO_avg_for_counter_n_impl,0.001268878756856209
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_walk_ctr_fun_used,0.049596090805999624
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_jump_height_ctr_fun_used,0.040593599120250644
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_avg_read_int_ctr_fun_used,0.04331889949579311
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,GA_max_progression,0.0585110437269086
Level3,mean_rate_features_nohelp_nosub,Random Forest,2,EX_rate_speed_changed,0.015830045875318107
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_avg_base_disp_time,0.010596038490621813
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_avg_var_disp_time,0.13376020714215778
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_avg_condi_disp_time,0.017736605494520677
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_avg_for_disp_time,0.042810218165565114
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_avg_while_disp_time,0.023136986927735966
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_code_editor_copied,0.034053282871242915
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_creation_copied,0.013097349492721464
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_modif_copied,0.021739479297532595
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_var_usage_copied,0.025555381804600628
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_1bran_copied,0.005331131517463841
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_2bran_copied,0.0009481231040987513
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_condi_3bran_copied,0.0004607379745943338
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_for_simple_copied,0.04333902895200735
Level3,mean_rate_features_nohelp_nosub,Random Forest,3,CO_rate_for_counter_0_copied,0.006477884676056518
